Maize_Sample	345dcc18d51f44572bd67c08e5e95b8b	074e66f75650948b8df12cfe2ffb5f37	060fdbbfa61cbfb4d47350dc2a2019cd	d2208d27b5df4c53eb547f7ac45f4d6b	574d164310944193d8fc13dc10346e58	8cb92babedb9f4ff7bedee4ac4f47370	3e00a33b844a56c2e00acedeffc43b5e	0f5f7693288de84f4ade2e6abaa2440f	561ed5d9dab98c645f731a40b7b63fa4	a6d4742d8c802171498b62b6d79b1764	Location	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex	Sampling_Number	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Sampling_NumberGDD	Plate	Row	Column	Well	Concentration
GA1811Kb1400	0	1	0	0	1	0	1	0	0	0	Fort_Valley	2018-06-07	Stalk		b		True	False	False	GA1811Kb1400_S41_L001_R1_001.fastq.gz	GA1811Kb1400_S41_L001_R2_001.fastq.gz	13546	1400.0	32.501540000000006	-83.94552		61.6	Sample	0.0036770490000000004	0.30032790000000004	79.52705	59.882459999999995	58.004259999999995	0.7219671999999999	5.210656	8.114754	11.0	317.0	4.92	5.52	60.3	6.86	628.0	0.05	0.05	0.33	17.16	179.7	62.4	31.63	0.02	5.24	0.91	75.2	0.26	6.98	2.28	0.08	111400.0	1	D	5	D5	61.6
GA1813Kb600	0	0	0	0	0	1	0	0	0	0	Tennile	2018-05-07	Stalk		b		True	False	False	GA1813Kb600_S79_L001_R1_001.fastq.gz	GA1813Kb600_S79_L001_R2_001.fastq.gz	19238	600.0	32.892559999999996	-82.76508000000001		78.333333	Sample	0.003480328	0.3142623	80.08606999999999	58.223769999999995	58.49869	0.7581967	3.129836	7.803278999999999	13.0	433.0	6.56	7.16	100.0	6.42	1065.5	0.02	0.045	0.935	8.795	135.9	90.8	14.3	0.02	11.21	1.39	51.36	1.015	3.23	1.39	0.04	13600.0	1	G	7	G7	78.3333333333
GA186Ka600	0	0	0	0	0	0	0	0	0	0	Tifton-Irrigated	2018-05-07	Stalk		a		True	False	False	GA186Ka600_S43_L001_R1_001.fastq.gz	GA186Ka600_S43_L001_R2_001.fastq.gz	18932	600.0	31.48767	-83.52064		98.4	Sample	0.003	0.2611475	81.60738	61.94607	61.25656	0.7552459	4.001311	8.327869	6.0	186.0	4.88	5.48	57.9	3.57	308.0	0.05	0.07	0.35	44.92	97.1	29.8	6.1	0.02	6.3	0.83	46.09	1.1	4.4	1.0	0.08	6600.0	1	D	7	D7	98.4
GA1825Kb600	0	0	0	1	1	0	0	0	0	0	Watkinsville_IronHorse	2018-05-21	Stalk		b		True	False	False	GA1825Kb600_S81_L001_R1_001.fastq.gz	GA1825Kb600_S81_L001_R2_001.fastq.gz	65636	600.0	33.86809	-83.45011		62.433333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	25.0	335.0	6.31	6.91	97.3	6.42	1076.0	0.025	0.025	0.49	5.24	74.8	75.4	43.3	0.025	9.47	0.29	13.06	0.08	2.68	2.71	0.05	25600.0	1	G	9	G9	62.4333333333
GA1828Ka1400	0	1	0	0	0	0	1	0	1	0	Watkinsville_IronHorse	2018-06-21	Stalk		a		True	False	False	GA1828Ka1400_S60_L001_R1_001.fastq.gz	GA1828Ka1400_S60_L001_R2_001.fastq.gz	69008	1400.0	33.86806	-83.45012		106.2	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	28.0	279.0	6.32	6.92	98.7	10.22	1716.0	0.025	0.025	0.83	4.65	73.4	153.4	33.85	0.025	9.91	0.2	22.78	0.03	6.01	3.83	0.12	281400.0	1	E	12	E12	106.2
GA1834Ka600	0	0	0	0	0	0	0	0	0	0	Cave_Spring	2018-05-02	Stalk		a		True	False	False	GA1834Ka600_S46_L001_R1_001.fastq.gz	GA1834Ka600_S46_L001_R2_001.fastq.gz	64522	600.0	34.14886	-85.29418000000001		97.1	Sample	0.00223038	0.25822779999999995	79.63228000000001	58.09936999999999	57.3819	0.7322784999999999	2.277848	8.21519	34.0	682.0	6.15	6.75	95.2	20.78	3307.0	0.07	0.02	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	34600.0	1	D	10	D10	97.1
GA1812Ka1400	0	0	0	1	1	1	1	0	1	0	Plains_Production_corn	2018-06-07	Stalk		a		True	False	False	GA1812Ka1400_S40_L001_R1_001.fastq.gz	GA1812Ka1400_S40_L001_R2_001.fastq.gz	8922	1400.0	32.03577	-84.37585		159.333333	Sample	0.004391803	0.3129508	80.59115	59.78934	57.9841	0.7195081999999999	4.946393	8.229508000000001	12.0	334.0	5.2	5.8	63.6	6.39	490.0	0.05	0.07	0.46	15.4	171.2	134.5	82.4	0.025	11.74	0.025	80.1	0.82	3.45	2.57	0.06	121400.0	1	D	4	D4	159.3333333333
GA1810Kb600	0	0	0	0	0	0	0	0	0	0	Midville	2018-05-07	Stalk		b	_maybe_replace_SWVT	True	False	False	GA1810Kb600_S78_L001_R1_001.fastq.gz	GA1810Kb600_S78_L001_R2_001.fastq.gz	16489	600.0	32.87781	-82.21692		48.8	Sample	0.003737705	0.3814754	80.98607	59.5459	58.80475	0.7388524999999999	4.611967	8.016392999999999	10.0	172.0	5.84	6.44	84.3	3.15	348.0	0.06	0.07	0.28	12.77	163.2	56.1	5.1	0.02	7.65	1.15	26.45	0.58	2.81	0.98	0.07	10600.0	1	G	6	G6	48.8
GA1831Ka1000	0	1	0	1	1	0	1	0	0	0	Athens	2018-06-19	Stalk		a		True	False	False	GA1831Ka1000_S69_L001_R1_001.fastq.gz	GA1831Ka1000_S69_L001_R2_001.fastq.gz	42620	1000.0	33.7167	-83.30869		96.733333	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31.0	348.0	6.18	6.78	94.1	7.47	983.0	0.025	0.025	0.125	11.9	72.4	225.8	10.95	0.025	9.65	1.32	8.89	0.34	0.76	3.16	0.06	311000.0	1	F	9	F9	96.7333333333
GA1830Ka1400	0	0	0	0	1	0	0	0	0	0	Athens	2018-06-19	Stalk		a		True	False	False	GA1830Ka1400_S33_L001_R1_001.fastq.gz	GA1830Ka1400_S33_L001_R2_001.fastq.gz	46897	1400.0	33.7218	-83.30788000000001		77.166667	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30.0	232.0	5.65	6.25	80.1	5.0	614.0	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400.0	1	C	9	C9	77.1666666667
GA184Ka600	0	1	0	0	0	0	0	0	0	0	Fitzgerald	2018-05-02	Stalk		a		True	False	False	GA184Ka600_S62_L001_R1_001.fastq.gz	GA184Ka600_S62_L001_R2_001.fastq.gz	4302	600.0	31.66868	-83.30319		50.6	Sample	0.001486441	0.1333898	79.90034	60.10508000000001	59.26356	0.7445763000000001	4.1525419999999995	8.118644	4.0	213.0	5.27	5.87	68.7	4.29	434.0	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7.0	2.46	43.89	0.9	5.14	1.34	0.04	4600.0	1	F	2	F2	50.6
GA185Ka1400	0	1	0	1	1	1	1	0	1	0	Arlington	2018-05-31	Stalk		a		True	False	False	GA185Ka1400_S47_L001_R1_001.fastq.gz	GA185Ka1400_S47_L001_R2_001.fastq.gz	45008	1400.0	31.41784	-84.67118		90.1	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5.0	149.0	5.28	5.88	69.0	2.59	310.0	0.02	0.02	0.79	5.22	25.4	18.4	11.46	0.02	5.17	0.24	28.0	0.14	2.83	0.72	0.01	51400.0	1	D	11	D11	90.1
GA183Ka1400	0	1	0	1	1	1	1	0	1	0	Dawson	2018-05-31	Stalk		a		True	False	False	GA183Ka1400_S35_L001_R1_001.fastq.gz	GA183Ka1400_S35_L001_R2_001.fastq.gz	36120	1400.0	31.62073	-84.52261999999999		148.0	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	3.0	154.0	4.86	5.46	69.7	3.83	456.0	0.02	0.02	1.36	18.2	56.3	26.0	14.93	0.02	6.49	0.68	74.0	0.49	4.09	0.69	0.01	31400.0	1	C	11	C11	148.0
GA1837Kb1400	0	0	0	1	0	0	1	0	0	0	Blairsville	2018-07-09	Stalk		b		True	False	False	GA1837Kb1400_S38_L001_R1_001.fastq.gz	GA1837Kb1400_S38_L001_R2_001.fastq.gz	4217	1400.0	34.84499	-83.91679		74.4	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91161999999999	0.7870588000000001	2.561029	8.764706	37.0	335.0	5.2	5.8	72.6	8.52	925.0	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	371400.0	1	D	2	D2	74.4
GA187Ka600	0	0	0	0	0	0	0	0	0	0	Tifton-Dryland	2018-05-07	Stalk		a		True	False	False	GA187Ka600_S91_L001_R1_001.fastq.gz	GA187Ka600_S91_L001_R2_001.fastq.gz	28622	600.0	31.52228	-83.55044000000001		91.56666700000001	Sample	0.002557377	0.23868850000000003	81.72738000000001	62.062459999999994	61.283280000000005	0.7526229999999999	3.991967	8.327869	7.0	166.0	4.56	5.16	38.8	2.53	154.0	0.02	0.02	0.3	17.17	30.1	14.0	5.2	0.02	4.64	1.28	14.77	0.63	1.97	0.75	0.06	7600.0	1	H	7	H7	91.5666666667
GA1831Kb600	0	0	0	0	0	0	0	0	0	0	Athens	2018-06-01	Stalk		b		True	False	False	GA1831Kb600_S51_L001_R1_001.fastq.gz	GA1831Kb600_S51_L001_R2_001.fastq.gz	9205	600.0	33.7167	-83.30869		45.10007	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31.0	385.0	5.68	6.28	78.5	7.48	802.0	0.03	0.03	0.3	9.29	64.9	197.5	6.74	0.03	10.08	0.46	4.6	0.74	0.39	3.16	0.09	31600.0	1	E	3	E3	45.1000696667
GA1810Kb1400	0	1	0	1	1	1	1	0	1	0	Midville	2018-06-07	Stalk		b		True	False	False	GA1810Kb1400_S28_L001_R1_001.fastq.gz	GA1810Kb1400_S28_L001_R2_001.fastq.gz	6927	1400.0	32.87781	-82.21691		100.666667	Sample	0.003737705	0.3814754	80.98607	59.5459	58.80475	0.7388524999999999	4.611967	8.016392999999999	10.0	159.0	5.94	6.54	89.1	3.34	396.0	0.06	0.02	0.29	8.38	146.1	70.7	7.9	0.02	6.27	1.11	24.5	0.46	2.85	0.86	0.01	101400.0	1	C	4	C4	100.6666666667
GA185Ka600	0	1	0	0	0	0	0	0	0	0	Arlington	2018-05-02	Stalk		a		True	False	False	GA185Ka600_S14_L001_R1_001.fastq.gz	GA185Ka600_S14_L001_R2_001.fastq.gz	4377	600.0	31.41781	-84.67116		44.766667	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5.0	166.0	5.25	5.85	66.3333333333	2.88	319.0	0.02	0.02	1.0933333333	7.2333333333	51.9	18.366666666700002	14.2	0.02	5.94	0.59	34.3	0.1633333333	2.51	0.7333333333	0.0166666667	5600.0	1	B	2	B2	44.7666666667
GA1835Kb1400	0	1	0	0	1	0	1	0	0	0	Pavo	2018-05-31	Stalk		b		True	False	False	GA1835Kb1400_S157_L001_R1_001.fastq.gz	GA1835Kb1400_S157_L001_R2_001.fastq.gz	126302	1400.0	30.983009999999997	-83.65904		127.66666699999999	Sample	0.004208475	0.2908475	81.38237	60.77203000000001	58.81763	0.7152542	3.931525	8.423729	35.0	358.0	6.59	7.19	100.0	7.92	1104.0	0.025	0.06	1.74	20.13	221.0	202.4	17.51	0.025	33.23	0.57	72.2	0.2	6.59	2.64	0.1	351400.0	2	F	1	F1	127.6666666667
GA1812Kb1400	0	0	0	0	1	0	1	0	1	0	Plains_Production_corn	2018-06-07	Stalk		b		True	False	False	GA1812Kb1400_S5_L001_R1_001.fastq.gz	GA1812Kb1400_S5_L001_R2_001.fastq.gz	15338	1400.0	32.03577	-84.37585		65.733333	Sample	0.004391803	0.3129508	80.59115	59.78934	57.9841	0.7195081999999999	4.946393	8.229508000000001	12.0	334.0	5.2	5.8	63.6	6.39	490.0	0.05	0.07	0.46	15.4	171.2	134.5	82.4	0.025	11.74	0.025	80.1	0.82	3.45	2.57	0.06	121400.0	1	A	5	A5	65.7333333333
GA1824Kb600	0	1	0	0	1	0	1	0	0	0	Watkinsville_IronHorse	2018-05-21	Stalk		b		True	False	False	GA1824Kb600_S169_L001_R1_001.fastq.gz	GA1824Kb600_S169_L001_R2_001.fastq.gz	87308	600.0	33.8681	-83.44997		74.06666700000001	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	24.0	949.0	5.69	6.29	52.9	8.3	715.0	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	24600.0	2	G	1	G1	74.0666666667
GA182Ka600	0	0	0	0	0	0	0	0	0	0	Hawkinsville	2018-05-02	Stalk		a		True	False	False	GA182Ka600_S13_L001_R1_001.fastq.gz	GA182Ka600_S13_L001_R2_001.fastq.gz	2418	600.0	32.18359	-83.57856		51.866667	Sample	0.003737288	0.28440679999999996	79.50050999999999	59.96136	56.173730000000006	0.6822034	5.405593	7.8474580000000005	2.0	319.0	6.77	7.37	100.0	6.89	1040.0	0.05	0.14	1.88	29.93	145.2	232.0	18.6	0.02	14.68	0.73	154.87	0.66	9.98	1.33	0.05	2600.0	1	B	1	B1	51.8666666667
GA1832Ka1400	1	0	0	1	0	0	1	0	1	0	Rome	2018-06-20	Stalk		a		True	False	False	GA1832Ka1400_S68_L001_R1_001.fastq.gz	GA1832Ka1400_S68_L001_R2_001.fastq.gz	34142	1400.0	34.33789	-85.13033		85.4	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	32.0	334.0	4.8	5.4	60.3	7.81	554.0	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	321400.0	1	F	8	F8	85.4
GA1827Kb1400	0	0	0	1	1	1	1	0	1	0	Watkinsville_IronHorse	2018-06-21	Stalk		b		True	False	False	GA1827Kb1400_S71_L001_R1_001.fastq.gz	GA1827Kb1400_S71_L001_R2_001.fastq.gz	48920	1400.0	33.86823	-83.45		81.43333299999999	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	27.0	367.0	6.05	6.65	91.3	8.6	1131.0	0.025	0.025	0.13	9.55	60.0	239.3	7.84	0.025	11.82	1.22	14.0	0.27	0.66	3.54	0.09	271400.0	1	F	11	F11	81.4333333333
GA1833Ka600	0	0	0	1	0	1	0	0	0	0	Rome	2018-05-02	Stalk		a		True	False	False	GA1833Ka600_S134_L001_R1_001.fastq.gz	GA1833Ka600_S134_L001_R2_001.fastq.gz	112439	600.0	34.338359999999994	-85.12744		86.1	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	33.0	427.0	6.09	6.69	91.1	8.64	1105.0	0.025	0.025	0.115	5.59	249.0	201.2	36.1	0.025	8.72	0.79	38.01	0.09	1.34	3.04	0.1	33600.0	2	D	2	D2	86.1
GA1836Ka1700	0	1	1	0	1	1	1	0	1	0	Athens	2018-07-02	Stalk		a		True	False	False	GA1836Ka1700_S111_L001_R1_001.fastq.gz	GA1836Ka1700_S111_L001_R2_001.fastq.gz	89240	1700.0	33.716640000000005	-83.30858		68.6	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	36.0																						361700.0	2	B	3	B3	68.6
GA1817Kb600	0	0	0	0	0	0	0	0	0	0	Plains_SWVT	2018-05-07	Stalk		b		True	False	False	GA1817Kb600_S89_L001_R1_001.fastq.gz	GA1817Kb600_S89_L001_R2_001.fastq.gz	21954	600.0	32.03617	-84.37579000000001		39.3	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195081999999999	4.946393	8.229508000000001	17.0	264.0	5.59	6.19	76.7	5.33	515.0	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	17600.0	1	H	5	H5	39.3
GA1814Kb600	0	0	0	0	0	0	0	0	0	0	Dawson	2018-05-02	Stalk		b		True	False	False	GA1814Kb600_S85_L001_R1_001.fastq.gz	GA1814Kb600_S85_L001_R2_001.fastq.gz	2500	600.0	31.66634	-84.52099		100.93333299999999	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	14.0	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600.0	1	H	1	H1	100.9333333333
GA1811Ka600	1	1	0	1	0	1	0	0	0	0	Fort_Valley	2018-05-07	Stalk		a		True	False	False	GA1811Ka600_S19_L001_R1_001.fastq.gz	GA1811Ka600_S19_L001_R2_001.fastq.gz	22183	600.0	32.501540000000006	-83.9455		60.13333299999999	Sample	0.0036770490000000004	0.30032790000000004	79.52705	59.882459999999995	58.004259999999995	0.7219671999999999	5.210656	8.114754	11.0	235.0	5.66	6.26	81.4	5.37	665.0	0.05	0.1	0.26	15.61	136.2	80.4	14.5	0.02	7.04	0.69	65.89	0.31	4.39	2.11	0.11	11600.0	1	B	7	B7	60.1333333333
GA1812Ka600	0	0	0	0	0	0	0	0	0	0	Plains_Production_corn	2018-05-07	Stalk		a		True	False	False	GA1812Ka600_S54_L001_R1_001.fastq.gz	GA1812Ka600_S54_L001_R2_001.fastq.gz	18826	600.0	32.03573	-84.37585		50.7	Sample	0.004391803	0.3129508	80.59115	59.78934	57.9841	0.7195081999999999	4.946393	8.229508000000001	12.0	280.0	5.94	6.54	85.9	5.31	558.0	0.02	0.09	0.35	10.2	105.6	175.8	14.5	0.02	9.59	2.45	48.26	0.29	2.64	2.48	0.09	12600.0	1	E	6	E6	50.7
GA1834Kb1400	0	0	0	0	1	0	1	0	1	0	Cave_Spring	2018-06-20	Stalk		b		True	False	False	GA1834Kb1400_S45_L001_R1_001.fastq.gz	GA1834Kb1400_S45_L001_R2_001.fastq.gz	49028	1400.0	34.14887	-85.29406999999999		67.43333299999999	Sample	0.00223038	0.25822779999999995	79.63228000000001	58.09936999999999	57.3819	0.7322784999999999	2.277848	8.21519	34.0	510.0	5.65	6.25	87.1	17.17	2374.0	0.025	0.025	1.07	6.3	448.2	227.1	75.92	0.025	8.03	0.33	95.65	0.13	8.61	4.7	0.17	341400.0	1	D	9	D9	67.4333333333
GA1829Kb600	0	0	0	0	0	0	1	0	0	0	Watkinsville_IronHorse	2018-05-21	Stalk		b		True	False	False	GA1829Kb600_S182_L001_R1_001.fastq.gz	GA1829Kb600_S182_L001_R2_001.fastq.gz	92972	600.0	33.86799	-83.45004		22.966667	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	29.0	364.0	6.01	6.61	87.2	6.42	925.0	0.02	0.02	0.56	5.58	89.8	83.8	46.9	0.02	9.47	0.56	7.66	0.08	3.63	2.49	0.07	29600.0	2	H	2	H2	22.9666666667
GA1815Kb600	0	0	0	0	0	0	1	0	0	0	Arlington	2018-05-02	Stalk		b		True	False	False	GA1815Kb600_S74_L001_R1_001.fastq.gz	GA1815Kb600_S74_L001_R2_001.fastq.gz	3868	600.0	31.42073	-84.67208000000001		66.4	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15.0	269.0	5.72	6.32	78.7	4.99	658.0	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	15600.0	1	G	2	G2	66.4
GA1810Ka1400	0	1	0	1	1	1	1	0	0	0	Midville	2018-06-07	Stalk		a		True	False	False	GA1810Ka1400_S16_L001_R1_001.fastq.gz	GA1810Ka1400_S16_L001_R2_001.fastq.gz	7602	1400.0	32.87781	-82.21691		139.666667	Sample	0.003737705	0.3814754	80.98607	59.5459	58.80475	0.7388524999999999	4.611967	8.016392999999999	10.0	159.0	5.94	6.54	89.1	3.34	396.0	0.06	0.02	0.29	8.38	146.1	70.7	7.9	0.02	6.27	1.11	24.5	0.46	2.85	0.86	0.01	101400.0	1	B	4	B4	139.6666666667
GA1826Kb1400	0	1	0	1	1	0	1	0	1	0	Watkinsville_IronHorse	2018-06-21	Stalk		b	Collection_tubes_was_labled_23_incorectly_and_was_changed_to_26	True	False	False	GA1826Kb1400_S95_L001_R1_001.fastq.gz	GA1826Kb1400_S95_L001_R2_001.fastq.gz	42463	1400.0	33.868320000000004	-83.44991		131.73333300000002	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	26.0																						261400.0	1	H	11	H11	131.7333333333
GA1824Ka600	0	0	0	0	0	0	0	0	1	0	Watkinsville_IronHorse	2018-05-21	Stalk		a		True	False	False	GA1824Ka600_S22_L001_R1_001.fastq.gz	GA1824Ka600_S22_L001_R2_001.fastq.gz	43993	600.0	33.8681	-83.44997		54.3	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	24.0	949.0	5.69	6.29	52.9	8.3	715.0	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	24600.0	1	B	10	B10	54.3
GA1828Ka600	0	0	0	1	1	0	0	0	0	0	Watkinsville_IronHorse	2018-05-21	Stalk		a		True	False	False	GA1828Ka600_S158_L001_R1_001.fastq.gz	GA1828Ka600_S158_L001_R2_001.fastq.gz	105950	600.0	33.86801	-83.45012		74.866667	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	28.0	390.0	5.97	6.57	82.7	5.62	760.0	0.025	0.025	0.65	6.66	103.8	66.5	46.1	0.025	7.61	1.63	9.98	0.28	3.24	2.35	0.07	28600.0	2	F	2	F2	74.8666666667
GA1826Ka1400	0	1	0	1	1	1	0	0	1	0	Watkinsville_IronHorse	2018-06-21	Stalk		a	Collection_tubes_was_labled_23_incorectly_and_was_changed_to_26	True	False	False	GA1826Ka1400_S59_L001_R1_001.fastq.gz	GA1826Ka1400_S59_L001_R2_001.fastq.gz	57378	1400.0	33.868320000000004	-83.44991		90.1	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	26.0																						261400.0	1	E	11	E11	90.1
GA181Kb600	0	0	0	0	0	0	0	0	0	0	Pavo	2018-05-02	Stalk		b		True	False	False	GA181Kb600_S49_L001_R1_001.fastq.gz	GA181Kb600_S49_L001_R2_001.fastq.gz	2154	600.0	30.982440000000004	-83.66032		71.133333	Sample	0.004208475	0.2908475	81.38237	60.77203000000001	58.81763	0.7152542	3.931525	8.423729	1.0	506.0	5.3	5.9	64.6	9.12	829.0	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	1600.0	1	E	1	E1	71.1333333333
GA1836Kb1400	0	1	0	1	1	1	1	0	1	0	Athens	2018-06-19	Stalk		b		True	False	False	GA1836Kb1400_S56_L001_R1_001.fastq.gz	GA1836Kb1400_S56_L001_R2_001.fastq.gz	28754	1400.0	33.71668	-83.30861999999999		66.233333	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	36.0	356.0	6.43	7.03	100.0	6.42	895.0	0.025	0.025	0.135	11.64	61.8	208.7	5.85	0.025	10.57	1.14	19.39	0.64	0.63	2.53	0.07	361400.0	1	E	8	E8	66.2333333333
GA182Kb600	0	0	0	0	0	0	0	0	0	0	Hawkinsville	2018-05-02	Stalk		b		True	False	False	GA182Kb600_S25_L001_R1_001.fastq.gz	GA182Kb600_S25_L001_R2_001.fastq.gz	2082	600.0	32.18359	-83.57856		23.3	Sample	0.003737288	0.28440679999999996	79.50050999999999	59.96136	56.173730000000006	0.6822034	5.405593	7.8474580000000005	2.0	319.0	6.77	7.37	100.0	6.89	1040.0	0.05	0.14	1.88	29.93	145.2	232.0	18.6	0.02	14.68	0.73	154.87	0.66	9.98	1.33	0.05	2600.0	1	C	1	C1	23.3
GA1831Ka600	0	0	0	0	1	0	0	0	0	0	Athens	2018-06-01	Stalk		a		True	False	False	GA1831Ka600_S15_L001_R1_001.fastq.gz	GA1831Ka600_S15_L001_R2_001.fastq.gz	7719	600.0	33.7167	-83.30869		33.033381	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31.0	385.0	5.68	6.28	78.5	7.48	802.0	0.03	0.03	0.3	9.29	64.9	197.5	6.74	0.03	10.08	0.46	4.6	0.74	0.39	3.16	0.09	31600.0	1	B	3	B3	33.0333806667
GA1828Kb600	0	0	0	0	0	0	1	0	0	0	Watkinsville_IronHorse	2018-05-21	Stalk		b		True	False	False	GA1828Kb600_S145_L001_R1_001.fastq.gz	GA1828Kb600_S145_L001_R2_001.fastq.gz	89543	600.0	33.86801	-83.45012		73.233333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	28.0	390.0	5.97	6.57	82.7	5.62	760.0	0.025	0.025	0.65	6.66	103.8	66.5	46.1	0.025	7.61	1.63	9.98	0.28	3.24	2.35	0.07	28600.0	2	E	1	E1	73.2333333333
GA1832Kb1400	0	1	0	1	1	1	1	0	1	0	Rome	2018-06-20	Stalk		b		True	False	False	GA1832Kb1400_S21_L001_R1_001.fastq.gz	GA1832Kb1400_S21_L001_R2_001.fastq.gz	47188	1400.0	34.33789	-85.13033		104.2	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	32.0	334.0	4.8	5.4	60.3	7.81	554.0	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	321400.0	1	B	9	B9	104.2
GA1814Ka1400	0	1	0	1	1	1	1	0	1	0	Dawson	2018-05-31	Stalk		a		True	False	False	GA1814Ka1400_S110_L001_R1_001.fastq.gz	GA1814Ka1400_S110_L001_R2_001.fastq.gz	95253	1400.0	31.66647	-84.5211		89.733333	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	14.0	171.0	5.11	5.71	63.7	3.13	302.0	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	141400.0	2	B	2	B2	89.7333333333
